SGB ID;# Reconstructed genomes;# Reference genomes;uSGB;Level of estimated taxonomy;Estimated taxonomy;Average distance from closest Reference Genome;Full taxonomic label of the closest genome;Taxonomic assignment based on 16S rRNA sequences (family level);Taxonomic assignment based on 16S rRNA sequences (genus level)
14021;2;0;Yes;Other;k__Bacteria|p__Actinobacteria|c__CFBG2840|o__OFBG2840|f__FBG2840|g__GGB9092|s__GGB9092_SGB14021|t__SGB14021;0,3411225;k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Coriobacterium|s__Coriobacterium_glomerans;-;-
14022;5;0;Yes;Other;k__Bacteria|p__Proteobacteria|c__CFBG2840|o__OFBG2840|f__FBG2840|g__GGB9092|s__GGB9092_SGB14022|t__SGB14022;0,3310892;k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Myxococcales|f__Myxococcaceae|g__Corallococcus|s__Corallococcus_sp_CAG_1435;-;-
14023;6;0;Yes;Other;k__Bacteria|p__Proteobacteria|c__CFBG2840|o__OFBG2840|f__FBG2840|g__GGB9093|s__GGB9093_SGB14023|t__SGB14023;0,295626;k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae|g__Acidiphilium|s__Acidiphilium_sp_CAG_727;-;-
14024;3;0;Yes;Other;k__Bacteria|p__Proteobacteria|c__CFBG2840|o__OFBG2840|f__FBG2840|g__GGB9093|s__GGB9093_SGB14024|t__SGB14024;0,296307;k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae|g__Acidiphilium|s__Acidiphilium_sp_CAG_727;-;-
14025;9;0;Yes;Other;k__Bacteria|p__Proteobacteria|c__CFBG2840|o__OFBG2840|f__FBG2840|g__GGB9094|s__GGB9094_SGB14025|t__SGB14025;0,315423333;k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae|g__Acidiphilium|s__Acidiphilium_sp_CAG_727;-;-
14026;24;0;Yes;Other;k__Bacteria|p__Firmicutes|c__CFBG2840|o__OFBG2840|f__FBG2840|g__GGB9095|s__GGB9095_SGB14026|t__SGB14026;0,316532417;k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified|o__Firmicutes_unclassified|f__Firmicutes_unclassified|g__Firmicutes_unclassified|s__Firmicutes_bacterium_CAG_475;-;-
14027;16;0;Yes;Other;k__Bacteria|p__Firmicutes|c__CFBG2841|o__OFBG2841|f__FBG2841|g__GGB9096|s__GGB9096_SGB14027|t__SGB14027;0,248600125;k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp;Catabacteriaceae;Catabacter
14029;2;0;Yes;Other;k__Bacteria|p__Firmicutes|c__CFBG2841|o__OFBG2841|f__FBG2841|g__GGB9098|s__GGB9098_SGB14029|t__SGB14029;0,3342755;k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Faecalibacterium|s__Faecalibacterium_sp_CAG_1138;-;-
14030;1;0;Yes;Other;k__Bacteria|p__Firmicutes|c__CFBG2841|o__OFBG2841|f__FBG2841|g__GGB9098|s__GGB9098_SGB14030|t__SGB14030;0,372583;k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_disporicum;-;-
14031;2;0;Yes;Other;k__Bacteria|p__Firmicutes|c__CFBG2841|o__OFBG2841|f__FBG2841|g__GGB9099|s__GGB9099_SGB14031|t__SGB14031;0,3342755;k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp;-;-
14032;1;0;Yes;Other;k__Bacteria|p__Firmicutes|c__CFBG2841|o__OFBG2841|f__FBG2841|g__GGB9100|s__GGB9100_SGB14032|t__SGB14032;0,242205;k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Subdoligranulum|s__Subdoligranulum_sp_CAG_314;-;-
14033;2;0;Yes;Other;k__Bacteria|p__Firmicutes|c__CFBG2841|o__OFBG2841|f__FBG2841|g__GGB9101|s__GGB9101_SGB14033|t__SGB14033;0,25164;k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified|o__Firmicutes_unclassified|f__Firmicutes_unclassified|g__Firmicutes_unclassified|s__Firmicutes_bacterium_CAG_631;-;-
14034;1;0;Yes;Other;k__Bacteria|p__Proteobacteria|c__CFBG2841|o__OFBG2841|f__FBG2841|g__GGB9102|s__GGB9102_SGB14034|t__SGB14034;0,213325;k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae|g__Acidiphilium|s__Acidiphilium_sp_CAG_727;-;-
14035;2;0;Yes;Other;k__Bacteria|p__Proteobacteria|c__CFBG2841|o__OFBG2841|f__FBG2841|g__GGB9103|s__GGB9103_SGB14035|t__SGB14035;0,308134;k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae|g__Acidiphilium|s__Acidiphilium_sp_CAG_727;-;-
14036;1;0;Yes;Other;k__Bacteria|p__Firmicutes|c__CFBG2841|o__OFBG2841|f__FBG2841|g__GGB9104|s__GGB9104_SGB14036|t__SGB14036;0,300994;k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae|g__Acidaminococcus|s__Acidaminococcus_sp_CAG_917;-;-
14037;1;0;Yes;Other;k__Bacteria|p__Firmicutes|c__CFBG2841|o__OFBG2841|f__FBG2841|g__GGB9104|s__GGB9104_SGB14037|t__SGB14037;0,328965;k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Symbiobacteriaceae|g__Symbiobacterium|s__Symbiobacterium_thermophilum;-;-
14038;1;0;Yes;Other;k__Bacteria|p__Firmicutes|c__CFBG2841|o__OFBG2841|f__FBG2841|g__GGB9105|s__GGB9105_SGB14038|t__SGB14038;0,328965;k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Selenomonadaceae|g__Selenomonas|s__Selenomonas_infelix;-;-
14039;1;0;Yes;Other;k__Bacteria|p__Proteobacteria|c__CFBG2841|o__OFBG2841|f__FBG2841|g__GGB9106|s__GGB9106_SGB14039|t__SGB14039;0,339586;k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Ralstonia|s__Ralstonia_solanacearum;-;-
14040;1;0;Yes;Other;k__Bacteria|p__Firmicutes|c__CFBG2842|o__OFBG2842|f__FBG2842|g__GGB9107|s__GGB9107_SGB14040|t__SGB14040;0,300994;k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Megasphaera|s__Megasphaera_sp;-;-
14041;1;0;Yes;Other;k__Bacteria|p__Firmicutes|c__CFBG2842|o__OFBG2842|f__FBG2842|g__GGB9108|s__GGB9108_SGB14041|t__SGB14041;0,320287;k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Anaerofilum|s__Anaerofilum_sp_An201;-;-
14042;19;0;Yes;Other;k__Bacteria|p__Firmicutes|c__CFBG2843|o__OFBG2843|f__FBG2843|g__GGB9109|s__GGB9109_SGB14042|t__SGB14042;0,322165368;k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Catabacteriaceae|g__Catabacter|s__Catabacter_hongkongensis;-;-
14043;5;0;Yes;Other;k__Bacteria|p__Proteobacteria|c__CFBG2844|o__OFBG2844|f__FBG2844|g__GGB9110|s__GGB9110_SGB14043|t__SGB14043;0,327618;k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae|g__Acidiphilium|s__Acidiphilium_sp_CAG_727;-;-
14044;1;0;Yes;Other;k__Bacteria|p__Actinobacteria|c__CFBG2844|o__OFBG2844|f__FBG2844|g__GGB9111|s__GGB9111_SGB14044|t__SGB14044;0,328965;k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella_sp_An268;-;-
14045;1;0;Yes;Other;k__Bacteria|p__Firmicutes|c__CFBG2844|o__OFBG2844|f__FBG2844|g__GGB9112|s__GGB9112_SGB14045|t__SGB14045;0,328965;k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Anaerofilum|s__Anaerofilum_sp_An201;-;-
14046;1;0;Yes;Other;k__Bacteria|p__Proteobacteria|c__CFBG2845|o__OFBG2845|f__FBG2845|g__GGB9113|s__GGB9113_SGB14046|t__SGB14046;0,328965;k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Myxococcales|f__Myxococcaceae|g__Corallococcus|s__Corallococcus_sp_CAG_1435;-;-
14047;1;0;Yes;Other;k__Bacteria|p__Firmicutes|c__CFBG2845|o__OFBG2845|f__FBG2845|g__GGB9114|s__GGB9114_SGB14047|t__SGB14047;0,339586;k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea|s__Dorea_longicatena;-;-
14048;2;0;Yes;Other;k__Bacteria|p__Actinobacteria|c__CFBG2845|o__OFBG2845|f__FBG2845|g__GGB9115|s__GGB9115_SGB14048|t__SGB14048;0,3177815;k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Eggerthella|s__Eggerthella_sp_HGA1;-;-
14049;4;0;Yes;Other;k__Bacteria|p__Bacteroidetes|c__CFBG2845|o__OFBG2845|f__FBG2845|g__GGB9116|s__GGB9116_SGB14049|t__SGB14049;0,30664925;k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Barnesiellaceae|g__Barnesiella|s__Barnesiella_intestinihominis;-;-
14050;1;0;Yes;Other;k__Bacteria|p__Actinobacteria|c__CFBG2846|o__OFBG2846|f__FBG2846|g__GGB9117|s__GGB9117_SGB14050|t__SGB14050;0,328965;k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella_sp_An268;-;-
14051;1;0;Yes;Other;k__Bacteria|p__Firmicutes|c__CFBG2847|o__OFBG2847|f__FBG2847|g__GGB9118|s__GGB9118_SGB14051|t__SGB14051;0,328965;k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Selenomonadaceae|g__Mitsuokella|s__Mitsuokella_multacida;-;-
14053;7;0;Yes;Other;k__Bacteria|p__Firmicutes|c__CFBG2849|o__OFBG2849|f__FBG2849|g__GGB9120|s__GGB9120_SGB14053|t__SGB14053;0,329189714;k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Aerococcaceae|g__Dolosicoccus|s__Dolosicoccus_paucivorans;-;-
14054;1;0;Yes;Other;k__Bacteria|p__Bacteroidetes|c__CFBG2850|o__OFBG2850|f__FBG2850|g__GGB9121|s__GGB9121_SGB14054|t__SGB14054;0,320287;k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_sp_CAG_474;-;-
14055;3;0;Yes;Other;k__Bacteria|p__Firmicutes|c__CFBG2851|o__OFBG2851|f__FBG2851|g__GGB9122|s__GGB9122_SGB14055|t__SGB14055;0,340610333;k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_sp_6C8_DIV0013;-;-
14059;1;0;Yes;Other;k__Bacteria|p__Firmicutes|c__CFBG2854|o__OFBG2854|f__FBG2854|g__GGB9126|s__GGB9126_SGB14059|t__SGB14059;0,320287;k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified|o__Firmicutes_unclassified|f__Firmicutes_unclassified|g__Firmicutes_unclassified|s__Firmicutes_bacterium_CAG_321;-;-
14060;1;0;Yes;Other;k__Bacteria|p__Firmicutes|c__CFBG2855|o__OFBG2855|f__FBG2855|g__GGB9127|s__GGB9127_SGB14060|t__SGB14060;0,339586;k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_CAG_433;-;-
14062;1;0;Yes;Other;k__Bacteria|p__Proteobacteria|c__CFBG2856|o__OFBG2856|f__FBG2856|g__GGB9129|s__GGB9129_SGB14062|t__SGB14062;0,339586;k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__Candidatus_Zinderia|s__Candidatus_Zinderia_insecticola;-;-
14065;2;0;Yes;Other;k__Bacteria|p__Firmicutes|c__CFBG2857|o__OFBG2857|f__FBG2857|g__GGB9132|s__GGB9132_SGB14065|t__SGB14065;0,328965;k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified|o__Firmicutes_unclassified|f__Firmicutes_unclassified|g__Firmicutes_unclassified|s__Firmicutes_bacterium_CAG_582;-;-
14066;11;0;Yes;Other;k__Bacteria|p__Firmicutes|c__CFBG2857|o__OFBG2857|f__FBG2857|g__GGB9132|s__GGB9132_SGB14066|t__SGB14066;0,331249364;k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella_sp_ICM51a;-;-
14067;7;0;Yes;Other;k__Bacteria|p__Firmicutes|c__CFBG2858|o__OFBG2858|f__FBG2858|g__GGB9133|s__GGB9133_SGB14067|t__SGB14067;0,338507714;k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XIII_Incertae_Sedis|g__Mogibacterium|s__Mogibacterium_sp_CM50;-;-
14068;2;0;Yes;Other;k__Bacteria|p__Firmicutes|c__CFBG2858|o__OFBG2858|f__FBG2858|g__GGB9134|s__GGB9134_SGB14068|t__SGB14068;0,339586;k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sartagoforme;-;-
14069;1;0;Yes;Other;k__Bacteria|p__Firmicutes|c__CFBG2858|o__OFBG2858|f__FBG2858|g__GGB9135|s__GGB9135_SGB14069|t__SGB14069;0,328965;k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_botulinum;-;-
14070;2;0;Yes;Other;k__Bacteria|p__Firmicutes|c__CFBG2859|o__OFBG2859|f__FBG2859|g__GGB9136|s__GGB9136_SGB14070|t__SGB14070;0,3209585;k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Coprobacillus|s__Coprobacillus_sp_CAG_826;-;-
14071;3;0;Yes;Other;k__Bacteria|p__Firmicutes|c__CFBG2860|o__OFBG2860|f__FBG2860|g__GGB9137|s__GGB9137_SGB14071|t__SGB14071;0,310673667;k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_CAG_594;-;-
14072;1;0;Yes;Other;k__Bacteria|p__Tenericutes|c__CFBG2860|o__OFBG2860|f__FBG2860|g__GGB9138|s__GGB9138_SGB14072|t__SGB14072;0,339586;k__Bacteria|p__Tenericutes|c__Mollicutes|o__Mycoplasmatales|f__Mycoplasmataceae|g__Ureaplasma|s__Ureaplasma_parvum;-;-
14073;1;0;Yes;Other;k__Bacteria|p__Firmicutes|c__CFBG2860|o__OFBG2860|f__FBG2860|g__GGB9139|s__GGB9139_SGB14073|t__SGB14073;0,339586;k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_acetobutylicum;-;-
14074;2;0;Yes;Other;k__Bacteria|p__Firmicutes|c__CFBG2861|o__OFBG2861|f__FBG2861|g__GGB9140|s__GGB9140_SGB14074|t__SGB14074;0,3149795;k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_CAG_567;-;-
14075;14;0;Yes;Other;k__Bacteria|p__Firmicutes|c__CFBG2861|o__OFBG2861|f__FBG2861|g__GGB9141|s__GGB9141_SGB14075|t__SGB14075;0,338384929;k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_botulinum;-;-
14076;1;0;Yes;Other;k__Bacteria|p__Firmicutes|c__CFBG2861|o__OFBG2861|f__FBG2861|g__GGB9142|s__GGB9142_SGB14076|t__SGB14076;0,339586;k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_uniforme;-;-
14077;1;0;Yes;Other;k__Bacteria|p__Firmicutes|c__CFBG2861|o__OFBG2861|f__FBG2861|g__GGB9143|s__GGB9143_SGB14077|t__SGB14077;0,35328;k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_anginosus;-;-
14078;1;0;Yes;Other;k__Bacteria|p__Firmicutes|c__CFBG2861|o__OFBG2861|f__FBG2861|g__GGB9144|s__GGB9144_SGB14078|t__SGB14078;0,312952;k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified|o__Firmicutes_unclassified|f__Firmicutes_unclassified|g__Firmicutes_unclassified|s__Firmicutes_bacterium_CAG_345;-;-
14079;1;0;Yes;Other;k__Bacteria|p__Firmicutes|c__CFBG2861|o__OFBG2861|f__FBG2861|g__GGB9145|s__GGB9145_SGB14079|t__SGB14079;0,339586;k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_CAG_62;-;-
14080;13;0;Yes;Other;k__Bacteria|p__Fusobacteria|c__CFBG2862|o__OFBG2862|f__FBG2862|g__GGB9146|s__GGB9146_SGB14080|t__SGB14080;0,331197231;k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Leptotrichiaceae|g__Leptotrichia|s__Leptotrichia_sp_oral_taxon_879;-;-
14081;14;0;Yes;Other;k__Bacteria|p__Firmicutes|c__CFBG2863|o__OFBG2863|f__FBG2863|g__GGB9147|s__GGB9147_SGB14081|t__SGB14081;0,3321115;k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminiclostridium|s__Clostridium_hungatei;Lachnospiraceae;-
14082;24;0;Yes;Other;k__Bacteria|p__Firmicutes|c__CFBG2863|o__OFBG2863|f__FBG2863|g__GGB9147|s__GGB9147_SGB14082|t__SGB14082;0,333954667;k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Candidatus_Arthromitus|s__Candidatus_Arthromitus_sp_SFB_3;-;-
14083;6;0;Yes;Other;k__Bacteria|p__Firmicutes|c__CFBG2863|o__OFBG2863|f__FBG2863|g__GGB9148|s__GGB9148_SGB14083|t__SGB14083;0,283081667;k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_CAG_557;-;-
14084;7;0;Yes;Other;k__Bacteria|p__Candidatus_Melainabacteria|c__CFBG2863|o__OFBG2863|f__FBG2863|g__GGB9149|s__GGB9149_SGB14084|t__SGB14084;0,306354714;k__Bacteria|p__Candidatus_Melainabacteria|c__Candidatus_Melainabacteria_unclassified|o__Candidatus_Melainabacteria_unclassified|f__Candidatus_Melainabacteria_unclassified|g__Candidatus_Melainabacteria_unclassified|s__Candidatus_Melainabacteria_bacterium_LEY3_CP_29_8;-;-
14085;17;0;Yes;Other;k__Bacteria|p__Firmicutes|c__CFBG2863|o__OFBG2863|f__FBG2863|g__GGB9150|s__GGB9150_SGB14085|t__SGB14085;0,316122941;k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales|f__Peptoniphilaceae|g__Parvimonas|s__Parvimonas_micra;-;-
14086;1;0;Yes;Other;k__Bacteria|p__Firmicutes|c__CFBG2863|o__OFBG2863|f__FBG2863|g__GGB9151|s__GGB9151_SGB14086|t__SGB14086;0,35328;k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus_cereus;-;-
14087;2;0;Yes;Other;k__Bacteria|p__Bacteroidetes|c__CFBG2864|o__OFBG2864|f__FBG2864|g__GGB9152|s__GGB9152_SGB14087|t__SGB14087;0,312952;k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_sp_CAG_604;-;-
14088;1;0;Yes;Other;k__Bacteria|p__Tenericutes|c__CFBG2864|o__OFBG2864|f__FBG2864|g__GGB9152|s__GGB9152_SGB14088|t__SGB14088;0,287309;k__Bacteria|p__Tenericutes|c__Mollicutes|o__Acholeplasmatales|f__Acholeplasmataceae|g__Acholeplasma|s__Acholeplasma_sp_CAG_878;-;-
14091;2;0;Yes;Other;k__Bacteria|p__Firmicutes|c__CFBG2865|o__OFBG2865|f__FBG2865|g__GGB9155|s__GGB9155_SGB14091|t__SGB14091;0,3299365;k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_ventriosum;-;-
14095;2;0;Yes;Other;k__Bacteria|p__Firmicutes|c__CFBG2867|o__OFBG2867|f__FBG2867|g__GGB9158|s__GGB9158_SGB14095|t__SGB14095;0,282686;k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Faecalibacterium|s__Faecalibacterium_sp_CAG_1138;-;-
14097;3;0;Yes;Other;k__Bacteria|p__Firmicutes|c__CFBG2868|o__OFBG2868|f__FBG2868|g__GGB9159|s__GGB9159_SGB14097|t__SGB14097;0,315397;k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Faecalibacterium|s__Faecalibacterium_sp_CAG_1138;-;-
14098;1;0;Yes;Other;k__Bacteria|p__Firmicutes|c__CFBG2869|o__OFBG2869|f__FBG2869|g__GGB9160|s__GGB9160_SGB14098|t__SGB14098;0,35328;k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Faecalibacterium|s__Faecalibacterium_sp_CAG_1138;-;-
14099;14;0;Yes;Other;k__Bacteria|p__Firmicutes|c__CFBG2870|o__OFBG2870|f__FBG2870|g__GGB9161|s__GGB9161_SGB14099|t__SGB14099;0,289489929;k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae|g__Acidaminococcus|s__Acidaminococcus_sp_CAG_917;Christensenellaceae;Christensenella
14106;8;1;No;Species;k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Myxococcales|f__Myxococcaceae|g__Corallococcus|s__Corallococcus_sp_CAG_1435|t__SGB14106;0,016051895;k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Myxococcales|f__Myxococcaceae|g__Corallococcus|s__Corallococcus_sp_CAG_1435;-;-
14107;1;0;Yes;Family;k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Myxococcales|f__Myxococcaceae|g__GGB9169|s__GGB9169_SGB14107|t__SGB14107;0,217673;k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Myxococcales|f__Myxococcaceae|g__Corallococcus|s__Corallococcus_sp_CAG_1435;-;-
14108;3;0;Yes;Family;k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Myxococcales|f__Myxococcaceae|g__GGB9170|s__GGB9170_SGB14108|t__SGB14108;0,271018667;k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Myxococcales|f__Myxococcaceae|g__Corallococcus|s__Corallococcus_sp_CAG_1435;-;-
14109;13;0;Yes;Family;k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Myxococcales|f__Myxococcaceae|g__GGB9171|s__GGB9171_SGB14109|t__SGB14109;0,286310231;k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Myxococcales|f__Myxococcaceae|g__Corallococcus|s__Corallococcus_sp_CAG_1435;-;-
14110;37;0;Yes;Family;k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Myxococcales|f__Myxococcaceae|g__GGB9172|s__GGB9172_SGB14110|t__SGB14110;0,278436811;k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Myxococcales|f__Myxococcaceae|g__Corallococcus|s__Corallococcus_sp_CAG_1435;-;-
14111;12;0;Yes;Other;k__Bacteria|p__Firmicutes|c__CFBG2874|o__OFBG2874|f__FBG2874|g__GGB9173|s__GGB9173_SGB14111|t__SGB14111;0,306220833;k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Subdoligranulum|s__Subdoligranulum_sp_CAG_314;-;-
14112;1;0;Yes;Other;k__Bacteria|p__Firmicutes|c__CFBG2874|o__OFBG2874|f__FBG2874|g__GGB9174|s__GGB9174_SGB14112|t__SGB14112;0,328965;k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified|o__Firmicutes_unclassified|f__Firmicutes_unclassified|g__Firmicutes_unclassified|s__Firmicutes_bacterium_CAG_345;-;-
14113;4;0;Yes;Family;k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB9175|s__GGB9175_SGB14113|t__SGB14113;0,16378275;k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Subdoligranulum|s__Subdoligranulum_sp_CAG_314;-;-
14114;174;1;No;Species;k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Subdoligranulum|s__Subdoligranulum_sp_CAG_314|t__SGB14114;0,017161755;k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Subdoligranulum|s__Subdoligranulum_sp_CAG_314;-;-
14115;1;0;Yes;Family;k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB9177|s__GGB9177_SGB14115|t__SGB14115;0,160465;k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Subdoligranulum|s__Subdoligranulum_sp_CAG_314;-;-
14116;3;0;Yes;Other;k__Bacteria|p__Firmicutes|c__CFBG2876|o__OFBG2876|f__FBG2876|g__GGB9178|s__GGB9178_SGB14116|t__SGB14116;0,277942667;k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Faecalibacterium|s__Faecalibacterium_sp_CAG_1138;-;-
14117;1;0;Yes;Other;k__Bacteria|p__Firmicutes|c__CFBG2876|o__OFBG2876|f__FBG2876|g__GGB9179|s__GGB9179_SGB14117|t__SGB14117;0,295981;k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Faecalibacterium|s__Faecalibacterium_sp_CAG_1138;-;-
14123;23;0;Yes;Other;k__Bacteria|p__Firmicutes|c__CFBG2880|o__OFBG2880|f__FBG2880|g__GGB9184|s__GGB9184_SGB14123|t__SGB14123;0,308193391;k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Tyzzerella|s__Tyzzerella_sp_An114;Christensenellaceae;Christensenella
14124;2;0;Yes;Other;k__Bacteria|p__Firmicutes|c__CFBG2881|o__OFBG2881|f__FBG2881|g__GGB9185|s__GGB9185_SGB14124|t__SGB14124;0,2814895;k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp;-;-
